distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
2.155,14,2,5,Standard,5.73
2.309,23,6,4,Express,32.86
1.179,18,4,5,Standard,6.71
0.378,10,0,4,Standard,3.48
2.219,18,0,2,Standard,10.84
8.629,13,1,1,Standard,18.48
0.833,0,6,2,Standard,9.65
2.664,21,0,1,Standard,24.78
2.359,19,6,6,Standard,22.0
1.057,16,1,1,Standard,9.61
1.34,8,4,4,Express,11.03
1.072,17,0,6,Standard,21.43
0.327,11,2,3,Standard,11.2
5.791,14,1,3,Standard,16.57
3.015,23,1,5,Standard,12.21
1.92,9,1,1,Standard,10.15
8.994,14,2,6,Standard,12.25
2.29,12,2,1,Standard,8.95
1.434,13,1,4,Standard,11.01
1.352,15,5,4,Standard,32.88
0.877,22,1,6,Standard,11.96
1.03,12,6,5,Standard,25.75
2.422,22,3,2,Standard,14.71
1.755,7,1,5,Standard,13.98
0.909,23,2,3,Standard,11.56
3.316,9,6,4,Standard,25.13
9.993,6,2,6,Express,53.57
1.47,17,1,2,Standard,4.54
3.501,18,5,1,Standard,14.46
1.664,10,6,2,Standard,20.1
2.598,10,3,5,Standard,8.65
1.498,23,2,5,Standard,14.46
0.747,11,1,1,Standard,3.05
0.57,23,2,5,Standard,7.22
0.828,9,0,2,Standard,14.55
4.312,0,0,1,Standard,42.76
1.977,20,6,3,Standard,14.15
1.355,16,4,2,Standard,10.75
0.919,16,4,4,Standard,19.46
0.747,22,0,2,Express,6.76
3.455,11,1,3,Standard,9.32
0.66,1,5,1,Standard,8.73
1.915,2,2,3,Standard,15.67
0.815,19,1,4,Standard,13.78
1.573,8,2,4,Standard,8.68
1.34,8,1,4,Standard,12.09
0.581,21,0,3,Express,13.83
0.775,23,5,4,Standard,2.59
1.851,16,6,2,Standard,10.28
0.895,23,3,4,Standard,17.9
0.593,9,0,4,Express,10.19
1.634,11,1,2,Express,15.85
0.958,20,5,6,Express,10.52
3.747,10,1,5,Standard,19.69
4.139,2,5,5,Standard,17.11
2.47,9,2,1,Standard,7.1
3.198,14,2,1,Standard,11.85
1.34,17,0,4,Standard,13.98
6.878,2,1,1,Standard,23.61
5.641,9,1,2,Standard,14.16
1.449,23,1,6,Standard,5.74
4.418,9,0,6,Standard,15.29
4.604,11,5,5,Standard,17.65
3.536,11,2,5,Express,10.62
1.013,12,1,4,Standard,6.57
1.158,15,2,1,Standard,9.41
1.502,10,3,2,Standard,10.69
2.605,7,6,4,Express,18.01
1.414,19,0,4,Standard,11.98
0.968,16,3,3,Express,16.14
0.811,15,6,4,Standard,11.73
1.955,20,1,3,Standard,13.58
0.729,14,1,2,Standard,7.81
7.458,22,1,1,Standard,22.21
1.325,3,5,2,Standard,9.62
1.851,18,2,3,Standard,9.7
1.189,7,3,6,Express,16.06
1.729,20,1,1,Standard,12.07
0.803,6,3,3,Standard,20.22
3.812,17,0,6,Express,25.44
1.018,13,4,4,Standard,11.46
1.194,23,4,3,Express,8.43
3.305,14,4,4,Standard,7.13
1.863,14,2,1,Standard,6.96
4.264,9,4,3,Standard,11.53
1.592,11,6,6,Standard,6.38
0.951,8,2,1,Express,14.31
0.703,20,1,1,Standard,16.23
3.879,17,0,4,Express,15.97
2.213,1,6,2,Express,15.63
5.488,21,2,6,Express,10.8
1.874,7,4,2,Standard,14.18
1.551,19,0,5,Standard,7.77
21.119,14,6,4,Standard,14.0
1.941,19,4,4,Express,13.39
3.028,17,3,5,Express,4.04
0.925,10,1,6,Standard,9.47
1.61,18,3,2,Express,13.57
11.002,14,1,2,Standard,13.82
2.51,9,4,2,Standard,10.15
0.945,18,0,3,Standard,10.93
3.64,21,1,1,Standard,18.12
2.144,6,5,2,Express,23.99
22.85,17,6,5,Express,36.34
3.85,8,2,4,Standard,13.25
2.875,21,0,5,Express,23.99
1.622,14,4,4,Standard,5.08
1.378,13,2,1,Express,5.03
0.968,22,2,6,Standard,11.14
1.493,18,6,5,Standard,16.34
5.772,9,4,3,Standard,17.45
6.847,22,0,3,Standard,21.27
1.78,18,4,1,Standard,8.41
2.78,18,1,3,Standard,12.83
19.556,5,4,1,Express,43.73
3.435,22,5,2,Standard,17.77
0.818,0,6,5,Standard,10.6
5.905,22,2,3,Standard,12.91
0.867,10,6,1,Express,31.37
0.682,11,2,4,Standard,10.02
6.362,23,2,5,Standard,15.34
4.071,21,3,2,Standard,18.91
1.933,13,1,1,Standard,7.07
0.998,11,0,3,Standard,7.44
1.57,22,2,6,Standard,9.34
2.451,22,6,5,Standard,31.18
2.135,18,5,2,Standard,14.0
0.772,18,3,3,Standard,11.68
1.893,11,2,3,Standard,13.31
10.422,21,3,1,Standard,20.44
3.536,10,6,3,Standard,15.1
2.148,23,1,4,Express,22.32
0.933,2,4,1,Express,11.53
4.292,3,5,1,Express,27.48
3.1,15,3,3,Standard,18.57
0.843,18,2,5,Standard,13.43
4.057,7,1,6,Standard,18.37
0.875,15,5,6,Standard,17.22
3.274,12,1,5,Standard,11.47
0.671,15,4,3,Standard,6.38
0.561,7,4,5,Standard,5.12
2.75,22,4,3,Standard,5.4
2.575,19,0,1,Standard,13.44
5.15,14,5,3,Express,14.71
1.151,8,2,5,Standard,6.95
1.905,19,3,1,Standard,6.75
5.867,21,0,6,Express,20.99
1.718,18,5,1,Standard,8.08
1.555,6,4,3,Standard,31.45
0.519,16,4,1,Standard,10.0
1.177,9,4,4,Express,7.0
3.753,8,1,2,Standard,14.8
1.489,9,3,5,Express,6.88
1.031,7,1,3,Express,38.37
1.34,10,0,2,Standard,6.26
0.629,20,4,6,Standard,15.5
8.405,4,2,5,Standard,32.09
2.657,9,4,4,Standard,10.01
4.578,15,6,4,Standard,8.7
1.032,18,3,6,Standard,16.08
1.596,9,6,5,Standard,21.35
2.661,11,2,3,Standard,11.0
1.787,23,5,5,Standard,22.04
2.57,10,1,2,Express,7.48
2.403,8,1,6,Standard,12.32
3.498,7,0,6,Standard,18.22
3.24,20,6,4,Standard,12.02
1.658,8,4,4,Standard,12.11
5.818,23,1,2,Standard,13.32
1.184,20,0,6,Standard,12.14
2.723,11,3,4,Express,13.03
3.724,17,6,6,Standard,10.99
5.88,23,4,1,Standard,16.47
2.315,18,1,2,Standard,13.06
0.971,18,4,1,Express,12.19
5.227,10,1,5,Standard,15.85
20.32,12,3,1,Standard,23.03
2.44,3,5,5,Express,13.63
0.933,17,5,3,Standard,13.01
1.618,23,5,1,Express,18.44
2.734,7,2,5,Standard,17.06
2.403,17,3,6,Standard,20.31
1.353,10,3,3,Express,11.9
12.179,4,3,6,Standard,28.41
0.542,23,4,5,Express,13.62
1.75,22,6,2,Express,16.6
0.412,12,4,4,Standard,4.09
11.416,8,3,5,Standard,14.02
6.348,20,2,4,Standard,21.91
1.063,21,5,6,Standard,13.25
0.661,13,1,6,Standard,5.59
0.903,19,5,2,Standard,16.43
0.787,7,0,2,Standard,13.5
10.208,23,6,1,Standard,33.71
17.34,0,3,2,Express,55.04
0.956,19,5,2,Standard,10.69
6.372,22,5,6,Standard,16.06
4.485,19,5,3,Standard,23.17
1.034,16,1,6,Standard,15.02
2.28,11,2,3,Express,5.31
2.163,14,3,5,Standard,10.17
0.922,15,6,2,Standard,11.64
0.728,15,2,1,Standard,13.17
0.674,17,3,2,Standard,9.75
2.853,16,6,4,Express,18.35
2.138,7,1,3,Standard,7.02
1.005,21,2,1,Standard,11.59
4.531,18,1,4,Standard,14.09
3.188,19,3,4,Standard,33.08
2.333,7,4,5,Standard,10.63
1.198,0,5,1,Standard,7.62
1.469,13,1,2,Standard,41.32
1.813,15,5,2,Standard,23.23
1.886,13,3,3,Standard,14.03
1.661,13,6,5,Standard,17.38
5.69,8,1,5,Standard,12.7
1.785,8,1,6,Standard,10.82
0.415,17,2,2,Standard,3.67
1.863,12,5,4,Standard,11.91
1.976,19,0,2,Standard,21.11
10.816,17,2,6,Standard,13.31
8.22,22,4,5,Express,26.49
3.924,16,6,4,Standard,14.56
6.928,14,2,5,Standard,13.89
4.314,9,1,6,Standard,16.33
2.105,15,1,5,Standard,13.93
1.203,14,4,5,Standard,7.6
0.5,10,2,2,Standard,6.57
2.19,22,2,2,Standard,10.85
1.237,22,1,1,Standard,14.84
0.864,18,2,4,Standard,9.9
1.164,7,1,6,Standard,10.94
1.366,14,1,6,Standard,16.79
0.855,10,6,5,Standard,15.7
1.899,5,4,4,Standard,23.82
0.982,3,2,5,Standard,12.45
2.312,9,6,6,Standard,18.25
1.096,19,2,3,Standard,8.29
1.318,13,4,3,Standard,13.03
3.35,21,1,4,Express,17.01
0.883,17,3,1,Standard,11.19
1.02,5,1,4,Standard,14.86
0.866,18,2,4,Standard,5.5
1.065,12,5,2,Express,16.29
2.549,7,1,4,Standard,23.65
1.062,10,3,1,Standard,5.26
0.583,19,4,6,Standard,8.6
1.538,9,2,3,Standard,10.45
1.511,11,2,1,Standard,7.6
1.084,8,4,1,Standard,10.01
9.35,5,2,4,Standard,27.84
1.832,12,5,6,Standard,18.47
2.158,15,4,3,Standard,8.01
1.831,13,4,5,Express,6.85
0.37,17,3,6,Standard,10.08
0.92,11,6,1,Standard,24.18
1.88,14,3,5,Express,12.21
1.506,8,5,6,Express,11.18
0.948,19,2,3,Express,12.56
2.751,12,6,1,Standard,18.93
8.727,20,0,6,Standard,24.37
10.007,22,1,5,Standard,18.8
0.542,12,2,4,Standard,2.38
1.875,16,2,2,Standard,14.81
1.126,14,0,4,Standard,16.42
0.589,10,0,5,Express,5.41
1.022,13,0,3,Standard,21.78
7.86,7,0,1,Standard,22.51
0.834,22,5,2,Standard,6.32
2.216,19,5,1,Standard,13.41
9.028,9,2,4,Standard,18.64
10.564,17,6,1,Standard,20.71
3.0,21,3,5,Express,10.88
0.75,22,1,5,Standard,9.93
2.374,19,0,4,Standard,14.1
0.652,16,1,4,Standard,9.94
0.925,9,4,4,Standard,7.87
8.786,14,0,4,Express,17.8
1.272,13,4,4,Standard,10.45
1.821,8,2,5,Standard,6.58
2.125,3,2,3,Standard,17.67
1.634,20,3,1,Standard,19.22
2.469,15,6,6,Standard,13.3
0.846,13,0,5,Standard,15.62
1.267,1,5,6,Express,12.83
2.629,20,6,6,Standard,24.26
8.967,3,6,2,Standard,34.42
1.327,6,4,6,Standard,14.13
0.945,23,0,5,Standard,12.75
2.16,19,3,3,Standard,10.4
1.073,11,3,1,Standard,9.03
5.71,23,1,2,Standard,17.77
1.102,18,2,1,Standard,8.29
4.584,21,1,1,Standard,12.67
4.235,15,0,1,Standard,14.44
3.245,22,5,3,Standard,12.94
3.211,23,6,6,Standard,11.61
2.951,10,2,4,Standard,9.53
2.767,7,3,6,Express,17.48
0.58,14,0,5,Standard,8.96
1.423,10,3,3,Standard,13.27
5.665,15,1,4,Standard,11.64
0.548,10,5,4,Standard,5.39
2.315,9,4,4,Standard,8.11
3.52,20,1,4,Standard,23.91
2.113,13,2,4,Express,8.94
2.666,22,2,3,Standard,9.01
2.673,12,6,6,Standard,12.1
2.842,17,3,3,Standard,11.81
1.613,16,1,6,Standard,15.95
4.753,11,4,5,Express,9.94
1.805,5,3,4,Standard,22.02
9.889,7,2,5,Standard,17.94
0.905,17,5,3,Standard,10.28
4.193,18,6,5,Express,11.24
2.752,17,4,5,Standard,16.57
2.189,20,4,2,Express,13.9
3.3,14,5,4,Standard,17.37
0.911,17,6,1,Standard,12.71
4.308,1,6,2,Standard,17.58
2.524,6,3,3,Standard,16.34
2.211,16,4,3,Standard,13.85
2.024,23,1,1,Express,18.6
8.146,8,6,2,Express,32.65
1.346,15,1,2,Express,8.02
1.443,2,6,1,Standard,18.55
2.758,15,2,1,Standard,7.92
0.78,23,0,4,Standard,10.71
0.754,8,2,5,Standard,8.07
7.632,20,2,1,Standard,17.66
0.899,23,5,2,Express,3.99
2.089,18,5,5,Express,8.8
12.138,0,2,5,Standard,28.65
2.996,16,4,2,Standard,9.92
3.168,11,2,2,Express,9.54
6.22,8,4,1,Standard,12.98
4.916,1,5,4,Standard,28.27
7.923,1,5,4,Standard,16.79
1.989,18,6,3,Standard,15.88
0.731,18,5,4,Standard,17.09
3.892,17,2,6,Standard,8.56
0.44,1,6,2,Standard,5.8
3.456,22,4,3,Standard,6.65
2.677,9,4,1,Standard,14.26
7.159,2,5,6,Standard,18.61
4.353,10,4,6,Express,9.56
1.718,18,3,6,Standard,6.37
0.75,11,6,5,Standard,6.77
13.949,7,4,3,Standard,29.87
4.55,22,3,3,Standard,17.46
0.537,12,2,1,Standard,2.03
2.942,12,4,6,Standard,10.67
3.072,19,2,6,Standard,9.44
1.02,13,2,6,Express,17.49
0.663,6,0,6,Standard,9.99
4.034,20,2,3,Standard,13.57
18.561,3,2,6,Standard,35.71
16.342,21,6,6,Standard,19.88
2.499,17,0,2,Standard,8.59
1.215,20,3,4,Standard,12.33
2.491,21,0,2,Standard,23.29
1.46,21,0,2,Express,20.02
2.25,14,2,2,Standard,8.1
2.463,16,6,4,Standard,8.93
0.965,17,4,1,Standard,7.7
1.452,3,6,6,Express,19.61
2.291,18,2,4,Standard,7.85
8.914,15,3,6,Standard,11.3
2.487,12,2,3,Standard,10.08
3.294,6,4,3,Standard,28.92
2.172,13,4,1,Standard,6.95
2.042,18,1,5,Standard,5.4
10.736,9,0,3,Standard,20.3
1.193,21,3,6,Standard,12.56
7.677,22,0,4,Standard,26.73
16.546,22,0,1,Standard,25.27
9.452,23,3,2,Express,40.92
4.482,9,5,6,Standard,16.58
0.38,17,2,1,Standard,5.92
1.635,9,1,6,Standard,5.58
9.332,11,4,3,Standard,18.42
2.544,9,4,3,Standard,9.12
7.818,23,5,4,Standard,28.57
0.801,14,4,1,Standard,9.04
20.867,16,6,3,Standard,25.71
2.664,22,5,4,Standard,22.68
8.736,5,3,3,Standard,29.61
5.216,22,6,3,Standard,18.78
0.91,11,3,4,Express,11.37
5.016,15,0,2,Standard,16.02
11.644,6,5,4,Standard,43.21
6.02,4,2,1,Standard,27.5
1.823,19,0,6,Standard,10.34
11.046,15,0,3,Express,17.39
1.005,23,2,2,Express,12.83
1.131,20,5,2,Standard,7.47
0.661,1,5,5,Standard,12.02
2.258,0,4,1,Standard,8.51
3.119,17,5,2,Express,13.42
1.303,17,4,3,Standard,11.61
2.272,11,5,5,Standard,7.54
3.316,1,2,5,Standard,42.48
0.933,20,6,5,Express,13.02
1.702,23,2,6,Express,16.4
5.695,8,2,4,Standard,15.94
18.821,16,3,3,Standard,17.95
1.291,8,2,3,Standard,8.08
10.392,19,3,6,Standard,14.78
0.869,14,4,6,Express,6.07
2.542,9,1,3,Standard,9.95
1.439,20,6,3,Express,18.29
4.141,17,3,2,Express,20.23
3.209,18,5,2,Standard,11.12
5.415,21,4,3,Standard,19.85
3.515,14,5,6,Standard,10.46
2.388,2,1,3,Standard,18.65
1.769,22,5,6,Standard,14.98
9.422,1,2,3,Express,23.98
3.343,10,2,2,Standard,12.83
8.796,16,0,2,Standard,9.55
2.428,2,5,2,Express,25.25
2.371,12,3,2,Standard,6.52
1.294,21,3,5,Standard,10.91
0.608,15,1,1,Express,8.54
1.569,11,4,6,Standard,10.36
1.505,21,0,5,Standard,13.44
1.143,19,3,1,Standard,10.11
1.545,12,6,2,Standard,12.2
2.648,19,3,4,Standard,7.31
1.877,20,2,3,Express,10.85
2.414,16,6,5,Standard,13.19
2.003,22,4,5,Standard,13.53
2.979,21,2,2,Express,21.91
1.531,8,6,4,Express,16.36
2.406,20,1,4,Standard,15.86
0.849,12,2,1,Standard,5.23
1.21,2,6,6,Standard,10.13
7.679,9,1,6,Express,10.64
1.651,7,0,5,Express,12.57
0.863,14,5,2,Standard,10.71
4.877,6,6,3,Standard,20.63
4.897,1,3,1,Standard,18.59
1.417,6,0,2,Standard,21.99
0.82,16,6,5,Standard,12.15
3.911,16,1,4,Standard,7.6
3.381,9,0,4,Standard,7.74
2.252,12,4,2,Standard,9.42
1.571,16,2,3,Standard,14.89
3.135,21,0,2,Standard,14.6
4.102,17,6,5,Standard,11.01
5.989,14,5,1,Standard,10.69
7.846,16,2,4,Standard,19.64
2.584,13,1,1,Standard,7.37
5.146,6,3,5,Express,29.48
1.384,10,6,6,Standard,16.28
5.451,23,5,4,Standard,13.77
4.612,0,1,5,Standard,42.24
3.113,15,3,4,Express,11.96
0.461,2,0,2,Standard,4.99
0.567,9,4,4,Standard,6.7
2.325,12,4,3,Express,10.62
2.16,7,2,2,Standard,8.62
1.045,9,4,6,Standard,10.66
1.4,18,6,2,Standard,10.08
10.34,5,0,4,Standard,34.66
3.536,22,1,3,Standard,24.11
1.294,21,6,4,Standard,31.9
1.238,15,4,1,Standard,9.81
1.403,5,2,5,Standard,19.88
10.747,11,0,4,Standard,33.79
1.184,2,4,5,Standard,18.7
1.702,5,3,1,Express,40.32
2.771,7,5,6,Express,13.64
1.106,9,1,6,Standard,14.22
0.727,14,4,4,Standard,9.8
2.24,6,4,1,Standard,25.93
1.345,22,4,3,Standard,9.38
3.094,1,4,5,Standard,22.96
0.911,17,1,3,Standard,16.57
2.833,12,6,2,Express,20.3
0.539,10,1,2,Standard,20.22
21.265,13,2,4,Express,37.04
1.95,14,0,2,Standard,10.98
2.049,8,4,5,Standard,13.81
3.644,19,3,1,Standard,13.96
2.257,11,4,3,Standard,5.1
2.836,18,3,6,Standard,17.36
5.853,22,1,6,Standard,20.88
2.874,10,4,2,Standard,15.75
1.037,15,5,1,Standard,21.33
0.764,20,3,5,Standard,11.27
20.889,16,0,5,Standard,15.77
1.929,10,5,1,Standard,10.51
2.965,9,6,2,Standard,13.54
1.073,10,1,2,Standard,6.74
6.879,21,0,2,Standard,15.91
2.426,18,0,1,Standard,13.58
1.848,16,1,2,Express,10.96
1.557,8,4,1,Express,17.2
0.981,12,6,3,Standard,8.59
2.586,9,4,2,Express,12.46
1.471,16,5,5,Standard,12.21
4.023,9,0,2,Standard,19.55
1.675,21,1,1,Express,16.34
2.757,2,0,4,Express,21.33
0.569,12,6,5,Standard,7.94
1.672,20,6,6,Standard,8.07
6.729,18,0,6,Standard,13.04
1.139,19,6,1,Express,11.98
1.267,20,6,2,Standard,11.64
1.771,23,2,4,Standard,14.76
0.598,6,4,4,Standard,13.8
15.611,14,4,1,Standard,17.46
3.793,5,2,6,Standard,32.13
2.272,18,4,4,Standard,10.82
1.017,17,3,5,Standard,7.11
1.589,12,2,3,Standard,6.2
6.071,21,0,2,Standard,20.1
1.538,12,5,6,Standard,15.64
2.686,22,4,4,Express,13.65
2.157,22,6,3,Standard,23.67
2.032,15,3,5,Standard,6.23
0.887,17,5,5,Standard,16.71
1.419,19,6,3,Standard,16.16
2.064,7,0,2,Express,7.45
3.335,18,3,4,Express,9.97
2.576,14,4,3,Standard,18.4
2.976,21,3,1,Standard,18.6
0.583,18,1,5,Standard,11.17
2.447,18,5,3,Standard,10.27
1.422,17,6,4,Standard,19.4
0.982,9,5,1,Standard,11.51
11.239,23,1,2,Standard,22.73
3.102,15,4,6,Standard,8.4
10.764,22,0,4,Standard,27.43
2.402,22,5,1,Express,25.37
2.303,15,2,5,Express,23.89
2.588,2,6,2,Standard,17.95
0.907,18,0,6,Standard,7.65
2.296,21,0,5,Standard,16.14
3.743,19,0,4,Standard,14.74
1.444,17,2,4,Standard,11.89
0.793,16,6,6,Standard,5.05
1.243,10,0,2,Standard,7.96
4.067,9,3,6,Standard,5.34
1.96,15,3,6,Standard,7.76
3.066,6,0,5,Standard,16.4
0.342,9,1,6,Standard,13.83
2.439,22,5,3,Standard,27.7
2.019,20,2,5,Standard,7.39
3.269,8,2,4,Express,15.1
1.567,12,6,2,Standard,17.96
1.099,8,2,3,Standard,14.82
2.564,22,2,4,Standard,14.18
1.104,6,1,2,Standard,15.29
8.29,4,3,3,Standard,30.96
3.011,9,3,3,Standard,9.37
2.423,21,4,5,Standard,10.86
3.106,22,4,6,Standard,20.11
1.289,9,5,2,Standard,14.2
3.911,1,5,3,Standard,18.29
0.786,18,1,6,Express,3.58
1.872,2,6,5,Standard,6.98
2.246,11,4,6,Standard,18.46
2.339,11,4,2,Standard,15.22
1.947,8,5,1,Standard,15.2
2.064,12,2,5,Standard,4.44
0.989,2,3,6,Standard,8.48
20.465,19,4,6,Standard,32.89
1.743,13,1,1,Standard,12.55
2.168,13,0,5,Standard,13.57
7.353,0,6,2,Standard,28.49
5.603,15,0,5,Standard,15.1
1.276,22,1,3,Standard,15.78
5.176,23,3,1,Express,19.61
1.349,23,5,4,Express,23.01
6.854,13,5,6,Standard,16.82
1.256,20,2,6,Standard,10.46
2.923,22,2,6,Express,17.76
0.967,12,5,4,Standard,7.72
2.045,10,0,2,Standard,20.74
3.327,19,3,4,Standard,11.48
1.661,7,4,3,Standard,12.56
1.919,16,3,4,Standard,18.18
8.962,17,3,6,Express,15.86
4.221,11,6,5,Standard,8.46
3.974,22,3,1,Standard,20.26
1.076,13,3,3,Standard,8.17
0.913,1,3,3,Standard,16.27
6.483,12,0,5,Standard,13.21
4.172,23,6,6,Standard,27.31
1.123,23,1,4,Standard,13.85
3.648,0,6,2,Standard,16.73
2.086,20,5,5,Standard,4.81
3.112,8,0,2,Standard,19.45
1.821,7,5,4,Standard,14.7
3.382,19,2,2,Standard,10.62
1.859,8,5,6,Standard,11.1
2.092,14,3,5,Standard,6.69
6.348,22,6,5,Standard,25.2
2.884,18,5,2,Standard,8.01
5.076,21,5,3,Standard,15.77
1.751,12,5,5,Standard,10.85
1.494,16,1,4,Standard,6.07
2.629,18,0,2,Standard,9.13
1.519,3,3,3,Standard,7.04
11.806,23,1,4,Standard,40.75
7.601,5,0,5,Standard,25.72
1.777,11,1,3,Standard,9.65
2.207,11,3,2,Standard,13.24
1.691,2,5,6,Standard,24.75
8.683,23,3,4,Standard,15.31
3.649,21,1,3,Standard,21.12
1.499,18,2,4,Standard,6.11
1.864,18,4,4,Standard,7.5
1.303,17,1,5,Standard,17.97
2.032,6,2,4,Express,22.39
4.275,1,2,5,Standard,20.01
9.989,10,2,5,Standard,11.24
1.471,10,4,6,Standard,20.21
1.055,7,4,4,Standard,5.3
1.959,22,2,1,Standard,14.85
1.342,13,6,2,Standard,42.76
4.7,4,4,1,Standard,29.58
1.375,1,6,3,Standard,9.17
1.779,9,5,6,Standard,11.86
1.827,19,1,1,Standard,13.1
2.323,17,1,5,Express,15.75
1.824,19,1,2,Express,13.08
0.343,15,5,4,Standard,5.39
1.202,20,4,1,Standard,21.75
0.865,14,3,3,Standard,5.89
1.272,18,2,6,Standard,22.66
0.921,15,5,3,Standard,27.4
1.259,13,2,2,Standard,13.69
1.225,21,6,3,Standard,12.49
0.736,11,4,4,Standard,11.18
2.11,23,2,5,Standard,11.29
6.739,21,2,1,Standard,18.86
2.194,18,0,1,Standard,7.77
1.754,20,0,5,Standard,20.84
2.171,1,3,1,Standard,18.57
4.914,14,5,4,Standard,14.95
1.424,21,4,4,Express,14.93
2.584,15,0,5,Standard,5.94
0.958,8,0,6,Standard,7.58
1.38,14,5,1,Express,14.67
0.813,14,3,2,Standard,8.22
3.394,10,0,2,Standard,14.27
0.643,19,5,3,Express,4.6
8.608,5,0,5,Standard,35.38
1.057,8,4,4,Standard,11.19
1.94,7,1,1,Standard,17.86
2.009,6,5,5,Standard,15.89
4.615,14,6,4,Standard,15.69
3.479,10,4,6,Express,9.25
0.727,12,3,3,Standard,9.25
1.003,6,0,3,Standard,12.67
8.962,1,5,5,Standard,25.32
1.137,0,5,1,Express,7.84
2.37,18,0,1,Standard,16.37
2.917,15,2,3,Express,28.06
2.076,13,3,3,Standard,14.29
7.965,15,0,4,Standard,17.34
8.628,16,6,5,Express,17.72
3.252,18,2,5,Standard,11.11
3.047,10,6,4,Standard,16.11
1.757,19,0,6,Standard,8.58
1.23,21,1,5,Standard,18.08
2.238,16,1,1,Express,21.2
4.645,18,2,4,Standard,9.06
5.637,17,6,6,Standard,17.8
2.635,22,2,5,Express,14.6
0.721,20,2,4,Express,11.37
0.453,18,3,2,Standard,6.82
1.698,23,4,4,Standard,12.22
2.961,0,5,1,Standard,27.68
11.432,8,2,4,Standard,30.92
2.362,18,2,3,Standard,8.85
11.608,23,5,4,Express,22.97
6.364,19,3,4,Standard,25.46
7.405,2,6,6,Express,22.79
0.696,4,6,5,Standard,7.88
1.312,20,1,5,Standard,8.43
1.578,18,2,3,Standard,11.1
2.417,14,2,5,Standard,5.47
0.416,8,2,2,Standard,7.3
7.604,18,1,5,Standard,17.67
0.62,15,2,4,Express,9.59
1.889,3,6,1,Standard,14.47
9.641,16,6,3,Standard,27.86
1.759,10,5,1,Standard,8.32
1.382,10,4,3,Standard,6.72
3.231,23,1,5,Standard,9.67
1.691,10,4,3,Standard,9.09
11.4,23,3,3,Standard,25.91
13.717,10,6,1,Standard,31.72
0.718,21,6,2,Standard,12.54
20.34,18,4,2,Standard,21.29
2.193,10,0,6,Standard,12.39
11.675,12,2,1,Standard,28.48
1.008,13,5,4,Express,15.3
1.766,8,2,4,Standard,6.15
2.446,19,3,4,Standard,12.74
20.198,20,1,5,Standard,34.43
2.426,17,6,1,Standard,10.49
3.613,9,3,6,Standard,14.17
1.647,0,6,4,Standard,10.03
3.395,5,6,3,Express,15.49
1.653,22,1,4,Express,13.98
4.299,15,3,3,Standard,9.37
6.662,20,0,3,Standard,15.88
1.041,11,2,6,Standard,6.97
1.574,15,4,6,Standard,4.75
12.366,12,2,3,Standard,22.61
0.481,19,1,3,Express,6.93
6.267,11,5,2,Express,27.81
1.744,11,1,3,Standard,5.67
0.972,14,1,6,Express,15.3
3.088,0,2,3,Standard,23.91
5.922,8,3,4,Standard,16.36
1.372,18,3,4,Standard,11.96
2.924,17,5,6,Express,12.99
5.757,12,0,3,Standard,16.44
1.233,18,0,3,Standard,14.36
1.632,16,2,6,Standard,10.55
2.416,22,6,2,Standard,14.05
3.701,19,5,2,Standard,10.25
2.338,17,2,1,Standard,9.92
4.666,22,4,6,Standard,14.01
3.953,3,4,5,Express,33.18
3.584,23,1,3,Standard,13.5
1.245,4,1,5,Standard,14.01
1.001,23,4,6,Standard,13.55
5.619,14,5,2,Standard,15.38
9.966,21,3,2,Standard,24.86
5.983,1,6,6,Standard,14.56
1.07,12,3,5,Standard,10.41
4.043,8,2,3,Standard,10.84
2.376,20,0,2,Standard,17.17
1.064,21,6,2,Express,31.41
7.615,14,4,1,Express,22.83
4.653,11,4,1,Express,20.09
1.518,1,5,1,Express,14.19
2.881,19,3,3,Standard,9.94
1.537,9,1,2,Standard,8.12
1.988,4,2,5,Standard,16.76
12.227,12,0,3,Standard,26.17
5.969,15,3,2,Express,14.33
0.946,6,0,1,Standard,15.21
1.614,2,5,4,Standard,13.39
1.301,10,4,6,Standard,7.63
1.073,17,5,3,Standard,18.48
2.288,7,0,4,Standard,18.59
0.498,2,4,4,Standard,21.09
1.312,17,1,3,Standard,30.88
11.13,7,1,5,Standard,25.47
1.75,13,1,5,Standard,8.12
7.49,6,2,6,Standard,20.26
0.839,8,3,1,Express,9.54
1.461,11,3,3,Standard,5.64
10.714,4,4,5,Express,30.03
1.251,22,6,5,Standard,4.48
3.084,22,3,5,Express,21.77
2.008,16,5,4,Standard,7.74
1.252,4,6,5,Standard,11.67
11.069,23,1,1,Express,19.6
14.417,13,2,3,Standard,25.67
8.169,23,5,1,Express,54.66
0.483,15,6,6,Standard,9.16
2.129,23,4,1,Standard,12.09
21.511,6,4,1,Standard,36.55
8.115,15,6,5,Standard,19.28
1.922,9,4,1,Standard,10.66
0.49,12,2,5,Express,10.17
4.366,21,3,4,Standard,16.6
2.258,7,3,2,Standard,14.07
12.014,15,5,6,Standard,22.54
0.493,2,6,2,Standard,8.58
4.045,18,1,4,Standard,12.03
9.189,13,4,4,Express,18.53
6.156,22,5,4,Standard,16.32
0.579,3,5,2,Standard,9.48
20.184,23,1,3,Standard,37.22
